time_start_sec,time_end_sec,launch_time,draw_time_avg,draw_time_median,total_frames,total_frames_median,janky_frames,janky_frames_median,janky_ratio,janky_ratio_median,percentile_50_ms,percentile_90_ms,percentile_95_ms,percentile_99_ms,missed_vsync_count,high_input_latency_count,slow_ui_thread_count,slow_bitmap_uploads_count,slow_issue_draw_commands_count
6061,6091,0,37.94384,11.996991,67,74,21,18,0.25379726,0.31967214,997,1108,1145,1373,9,0,17,1,4
6091,6121,0,38.482155,9.758927,11,4,4,3,0.36176473,0.32352942,1003,1042,1071,1071,2,0,2,0,2
6121,6151,0,27.73935,10.119783,81,24,14,3,0.40024215,0.1440678,1012,1030,1047,1083,6,0,11,0,5
6151,6181,0,14.498374,8.151035,109,148,26,23,0.17222461,0.1554054,996,1010,1027,1136,5,0,20,1,8
6181,6211,0,15.652177,9.402353,49,1,9,0,0.13105664,0.0,2481,2534,2542,2555,4,0,5,1,3
6211,6241,0,43.69141,21.605543,85,17,22,3,0.28796723,0.25833333,1430,1466,1474,1529,5,0,15,1,9
6241,6271,0,20.739143,11.581366,40,9,13,5,0.25367826,0.28,1988,2183,2198,2218,5,0,10,0,3
6271,6301,0,29.212719,12.13638,68,2,22,1,0.23116371,0.3224852,1992,2024,2056,2166,6,0,17,0,6
6301,6331,569,39.67254,12.747387,40,3,9,3,0.30429864,0.15384616,2054,2217,2226,2248,5,0,7,0,2
6331,6361,0,41.772354,11.766527,152,2,12,2,0.2507531,0.05221519,2012,2017,2031,2054,3,0,4,0,6
6361,6391,0,11.335682,8.062499,150,49,13,13,0.15651636,0.06648896,1492,1514,1585,1810,3,0,9,0,5
6391,6421,0,53.013165,9.485478,147,7,6,0,0.07656895,0.0,1985,2013,2053,2314,2,0,5,0,1
6421,6451,0,92.8649,15.576625,227,2,15,1,0.14409384,0.012135922,1992,2000,2007,2019,6,0,10,0,5
6451,6481,0,39.62069,10.334225,142,54,13,11,0.1910053,0.018518519,1987,2091,2184,2675,6,0,9,0,5
6481,6511,0,212.09196,18.404873,222,0,37,0,0.078850254,0.0,2974,2982,3012,3094,12,1,32,0,7
6511,6541,0,41.40363,13.668855,114,0,23,0,0.07501845,0.0,2973,2985,3017,3100,9,0,21,1,3
6541,6571,0,37.13631,10.131955,247,0,2,0,0.010867543,0.0,2972,2974,2975,3002,1,0,2,0,0
6571,6601,0,13.173624,13.173624,245,4,18,3,0.18911096,0.016129032,2013,2027,2031,2054,6,0,15,0,6
6601,6631,0,17.774677,10.4249525,192,61,12,8,0.101403296,0.13333334,996,1005,1024,1054,5,0,8,0,4
6631,6661,0,15.092023,9.276885,100,1,4,0,0.078658745,0.009569378,2482,2485,2487,2511,1,0,2,0,2
6661,6691,0,14.287266,7.4999046,55,0,6,0,0.04361184,0.0,2973,2978,2998,3014,3,0,4,0,3
6691,6721,0,16.485847,8.470928,88,5,7,5,0.28508395,0.03517588,1997,2057,2062,2064,2,0,4,0,3
6721,6751,0,28.867832,12.503517,74,71,12,4,0.11634312,0.071428575,996,1017,1032,1091,5,0,10,1,4
6751,6781,0,18.230597,9.102276,197,92,7,5,0.03267894,0.009756098,1984,1987,1990,2058,2,0,5,0,2
6781,6811,0,20.980108,11.048995,84,68,23,19,0.3346154,0.25,14,36,72,130,8,0,16,1,9
6811,6841,0,20.687412,11.416015,238,0,4,0,0.030669833,0.0,2973,2975,2979,2991,1,0,3,0,1
6841,6871,0,9.010344,7.314774,50,0,6,0,0.06729631,0.0,2972,3003,3004,3217,3,0,4,0,2
6871,6901,0,22.311691,7.382544,41,3,11,2,0.3550132,0.2512563,1999,2076,2080,2271,6,0,8,0,3
6901,6931,0,34.485916,10.213324,134,37,9,3,0.19708005,0.12,999,1044,1081,1202,5,0,8,0,2
